page,line_num,text,fontname,size,x0,x1,y0,y1
99,5,integration  [0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,622.42,646.9
99,6,learning  [0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,589.0600000000001,613.54
99,7,style  [0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,555.67,580.15
99,8,highly  [0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,522.3100000000001,546.79
99,9,educate  [0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,488.95,513.43
99,10,differentiated  [0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.95616000000007,455.59000000000003,480.07
99,11,classroom  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,422.23,446.71
99,12,determined  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,388.85,413.33
99,13,maximize  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 0  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,355.49,379.96999999999997
99,14,educational  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 1  0  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,322.13,346.60999999999996
99,15,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  achievement 0  1  0  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.82056,288.89,313.36999999999995
99,16,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  student 0  0  1  0  0  0  0] ,BCDEEE+Calibri,11.039999999999964,118.82,499.95232000000004,255.53000000000003,280.01
99,17,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  trained 0  0  0  1  0  0  0] ,BCDEEE+Calibri,11.039999999999992,118.82,499.82056,222.14000000000001,246.62
99,18,developmental  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0  0  0  0  1  0  0] ,BCDEEE+Calibri,11.039999999999992,118.82,499.82056,188.78,213.26
99,19,reading  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0  0  0  0  0  1  0] ,BCDEEE+Calibri,11.039999999999992,118.82,499.82056,155.42000000000002,179.9
99,20,assessments  [0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0  0  0  0  0  0  1] ,BCDEEE+Calibri,11.039999999999992,118.82,499.82056,122.05999999999999,146.54
99,21,84 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
100,1,"Pada  perhitungan  manual  ini,  dilakukan  penargetan  pada  kata  “design”  dan menggunakan  hidden  layer  =  3.  Selanjutnya  adalah  melakukan  inisialisasi  acak bobot input layer ke tiga hidden layer yang tertera pada Tabel 4.37. ",BCDEEE+Calibri,12.0,113.42,513.028,713.14,754.42
100,2,Tabel 4.37 Bobot input layer-hidden layer ,BCDHEE+Calibri-Bold,12.0,208.49,417.86199999999997,692.5,704.5
100,3,Term  H1  H2  H3 ,BCDLEE+Calibri-BoldItalic,11.039999999999964,151.22,469.39504,672.58,683.62
100,4,"demonstrated  -0,3  -0,8  -0,3 ",BCDEEE+Calibri,11.039999999999964,131.18,471.79504000000003,652.66,663.6999999999999
100,5,"ability  0,2  -0,5  -0,6 ",BCDEEE+Calibri,11.039999999999964,149.42,471.79504000000003,632.74,643.78
100,6,"design  0,8  -0,6  -0,2 ",BCDEEE+Calibri,11.039999999999964,148.46,471.79504000000003,612.82,623.86
100,7,"developmentally  -0,8  0  0,9 ",BCDEEE+Calibri,11.039999999999964,125.54,470.11504,592.9,603.9399999999999
100,8,"appropriate  -0,3  0,2  -0,8 ",BCDEEE+Calibri,11.039999999999964,136.46,471.79504000000003,572.83,583.87
100,9,"lesson  -0,8  -0,3  0,2 ",BCDEEE+Calibri,11.039999999999964,148.94,470.11504,552.91,563.9499999999999
100,10,"activity  -0,6  0,2  -0,3 ",BCDEEE+Calibri,11.039999999999964,146.9,471.79504000000003,532.99,544.03
100,11,"allow  0,2  -0,3  -0,8 ",BCDEEE+Calibri,11.039999999999964,150.98,471.79504000000003,513.07,524.11
100,12,"integration  -0,3  0,2  -0,6 ",BCDEEE+Calibri,11.039999999999964,138.26,471.79504000000003,493.15000000000003,504.19
100,13,"learning  -0,8  -0,3  0,2 ",BCDEEE+Calibri,11.039999999999964,144.86,470.11504,473.23,484.27
100,14,"style  -0,6  0,2  -0,3 ",BCDEEE+Calibri,11.039999999999964,152.54,471.79504000000003,453.31,464.34999999999997
100,15,"highly  0,2  -0,3  -0,8 ",BCDEEE+Calibri,11.039999999999964,149.66,471.79504000000003,433.39,444.42999999999995
100,16,"educate  -0,3  0,2  -0,6 ",BCDEEE+Calibri,11.039999999999964,144.98,471.79504000000003,413.45,424.48999999999995
100,17,"differentiated  -0,8  -0,3  0,2 ",BCDEEE+Calibri,11.039999999999964,132.02,470.11504,393.53000000000003,404.57
100,18,"classroom  -0,6  0,2  -0,3 ",BCDEEE+Calibri,11.039999999999964,140.42,471.79504000000003,373.61,384.65
100,19,"determined  0,2  -0,3  -0,8 ",BCDEEE+Calibri,11.039999999999964,136.7,471.79504000000003,353.69,364.72999999999996
100,20,"maximize  -0,3  -0,5  0,2 ",BCDEEE+Calibri,11.039999999999964,141.74,470.11504,333.77,344.80999999999995
100,21,"educational  0,2  -0,3  -0,5 ",BCDEEE+Calibri,11.039999999999964,136.7,471.79504000000003,313.85,324.89
100,22,"achievement  -0,8  0,2  -0,3 ",BCDEEE+Calibri,11.039999999999964,134.06,471.79504000000003,293.93,304.96999999999997
100,23,"student  -0,5  -0,3  0,2 ",BCDEEE+Calibri,11.039999999999964,145.82,470.11504,274.01,285.04999999999995
100,24,"trained  -0,3  0,2  -0,8 ",BCDEEE+Calibri,11.039999999999964,146.78,471.79504000000003,253.97000000000003,265.01
100,25,"developmental  0,2  -0,3  -0,5 ",BCDEEE+Calibri,11.039999999999992,129.38,471.79504000000003,234.02,245.06
100,26,"reading  -0,8  0,2  -0,3 ",BCDEEE+Calibri,11.039999999999992,146.06,471.79504000000003,214.10000000000002,225.14000000000001
100,27,"assessments  -0,5  -0,3  0,2 ",BCDEEE+Calibri,11.039999999999992,135.02,470.11504,194.18,205.22
100,28,85 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
101,1,"Setelah  menginisialisasi  acak  bobot  input  ke  hidden  layer,  dapat menginisialisasi acak bobot juga untuk hidden layer ke output layer yang tertera pada Tabel 4.38 sampai dengan Tabel 4.41. ",BCDEEE+Calibri,12.0,113.42,513.0160000000001,713.14,754.42
101,2,Tabel 4.38 Bobot hidden layer-output layer ,BCDHEE+Calibri-Bold,12.0,204.77,421.73199999999997,692.5,704.5
101,3,Neuron  demonstr ability  design  developm appropria lesson ated  entally  te ,BCDLEE+Calibri-BoldItalic,11.039999999999964,118.82,498.67504,659.14,683.62
101,4,"H1  0,3  -0,2  -0,2  0  -0,2  -0,1 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,639.22,650.26
101,5,"H2  -0,4  -0,3  -0,6  0,3  -0,1  -0,2 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,619.3,630.3399999999999
101,6,"H3  -0,1  -0,8  0,5  0,2  -0,4  0,3 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,599.38,610.42
101,7,Tabel 4.39 Bobot hidden layer-output layer ,BCDHEE+Calibri-Bold,12.0,204.77,421.73199999999997,557.59,569.59
101,8,Neuron  activity  allow  integratio learning  style  highly n ,BCDLEE+Calibri-BoldItalic,11.039999999999964,118.82,498.43504,524.11,548.5899999999999
101,9,"H1  -0,1  0,3  -0,2  -0,1  -0,1  0,3 ",BCDEEE+Calibri,11.04000000000002,118.82,507.43504,504.19,515.23
101,10,"H2  0,3  -0,2  0,3  -0,2  0,3  -0,2 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,484.27,495.30999999999995
101,11,"H3  -0,2  -0,1  -0,1  0,3  -0,2  -0,1 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,464.35,475.39
101,12,Tabel 4.40 Bobot hidden layer-output layer ,BCDHEE+Calibri-Bold,12.0,204.77,421.73199999999997,422.59,434.59
101,13,Neuron  educate  differenti classroo determin maximize  education ated  m  ed  al ,BCDLEE+Calibri-BoldItalic,11.039999999999964,118.82,504.73792000000003,389.21000000000004,413.69
101,14,"H1  -0,2  -0,1  -0,1  0,3  -0,2  -0,1 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,369.29,380.33
101,15,"H2  0,3  -0,2  0,3  -0,2  0,3  -0,2 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,349.37,360.40999999999997
101,16,"H3  -0,1  0,3  -0,2  -0,1  -0,1  0,3 ",BCDEEE+Calibri,11.039999999999964,118.82,507.43504,329.45,340.48999999999995
101,17,Tabel 4.41 Bobot hidden layer-output layer ,BCDHEE+Calibri-Bold,12.0,204.77,421.73199999999997,287.69,299.69
101,18,achievem developm assessmeNeuron  student  trained  reading ent  ental  nts ,BCDLEE+Calibri-BoldItalic,11.039999999999964,118.82,503.41936000000004,254.32999999999998,278.80999999999995
101,19,"           H1  -0,1 0,3 -0,2 -0,4 -0,1 0,3",BCDKEE+ArialMT,11.039999999999992,118.82,508.00912,234.26000000000002,245.7416
101,20,"           H2  0,3 -0,2 0,3 -0,1 0,3 0",BCDKEE+ArialMT,11.039999999999992,118.82,508.00912,214.34,225.8216
101,21,"           H3  -0,2 -0,1 -0,1 0,3 0 -0,6",BCDKEE+ArialMT,11.039999999999992,118.82,508.00912,194.42000000000002,205.9016
101,22,86 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
102,1,Telah  didapatkan  bobot  untuk  hidden  layer  ke  output  layer  pada  Tabel  4.38 sampai  dengan  Tabel  4.41.  Perhitungan  dilanjutkan  ke  feedforward  dengan mengalikan one-hot vector dari kata target “design” dengan matriks bobot input- hidden seperti pada Persamaan 4.33 sampai dengan Persamaan 4.39. ,BCDEEE+Calibri,12.0,113.42,513.052,698.5,754.42
102,2,"−0,3 0,2 0,8",BCDPEE+CambriaMath,12.0,275.81,300.57800000000003,651.556,691.756
102,3,   [ ]𝐻1 = ×              (4.33) 0 0 1 … 0 0,BCDPEE+CambriaMath,12.0,113.42,504.772,643.756,658.2760000000001
102,4,"⋮ −0,8 [ ]−0,5",BCDPEE+CambriaMath,12.0,271.61,304.75,609.316,649.516
102,5,"( ) ( ) ( ) ( ) ( )𝐻1 = 0  −0,3 + 0  0,2 + 1 0,8 + ⋯ + 0 −0,8 + 0 −0,5 =  0,8   (4.34) ",BCDPEE+CambriaMath,12.0,113.42,504.772,590.02,602.836
102,6,"−0,8 −0,5 −0,6",BCDPEE+CambriaMath,12.0,275.81,300.57800000000003,543.046,583.246
102,7,   [ ]𝐻2 = ×              (4.35) 0 0 1 … 0 0,BCDPEE+CambriaMath,12.0,113.42,504.772,535.246,549.766
102,8,"⋮ 0,2 [ ]−0,3",BCDPEE+CambriaMath,12.0,271.61,304.75,500.80600000000004,541.006
102,9,"( ) ( ) ( ) ( ) ( )𝐻2 = 0  −0,8 + 0  −0,5 + 1 −0,6 + ⋯ + 0 0,2 + 0 −0,3 = −0,6  (4.36) ",BCDPEE+CambriaMath,12.0,113.42,504.772,481.51,494.326
102,10,"−0,3 −0,6 −0,2",BCDPEE+CambriaMath,12.0,275.81,300.57800000000003,434.56600000000003,474.766
102,11,   [ ]𝐻3 = ×              (4.37) 0 0 1 … 0 0,BCDPEE+CambriaMath,12.0,113.42,504.772,426.766,441.286
102,12,"⋮ −0,3 [ ]0,2",BCDPEE+CambriaMath,12.0,271.61,304.75,392.30600000000004,432.526
102,13,"( ) ( ) ( ) ( ) ( )𝐻3 = 0  −0,3 + 0  −0,6 + 1 −0,2 + ⋯ + 0 −0,3 + 0 0,2 = −0,2  (4.38) ",BCDPEE+CambriaMath,12.0,113.42,504.772,373.13,385.946
102,14,"[ ]0,8 −0,6 −0,2ℎ =              (4.39) ",BCDPEE+CambriaMath,12.0,113.42,504.772,331.61,344.426
102,15,𝑑𝑒𝑠𝑖𝑔𝑛,BCDPEE+CambriaMath,8.519999999999982,120.02,148.33196,330.31856,338.83856
102,16,ℎKalikan   dengan bobot hidden-output untuk menghitung skor prediksi ,BCDPEE+CambriaMath,12.0,130.46,512.8779999999999,289.49,301.826
102,17,𝑑𝑒𝑠𝑖𝑔𝑛 kata  target  dengan  konteksnya  tertera  pada  Persamaan  4.40  sampai  dengan Persamaan 4.41. ,BCDPEE+CambriaMath,8.519999999999982,113.42,512.95,259.37,296.71855999999997
102,18,"0,3 −0,2 −0,2 ⋯ 0,3 [ ]0,8 −0,6 −0,2 −0,4 −0,3 0,3 ⋯ 0𝑢 =   ×   [ ]    (4.40) ",BCDPEE+CambriaMath,12.0,113.42,504.772,225.98,252.596
102,19,"1,1 −0,1 −0,8 0,2 ⋯ −0,6",BCDPEE+CambriaMath,8.519999999999982,120.02,426.62800000000004,212.39600000000002,233.20856
102,20,"( ) ( ) ( )𝑢 = 0,8  0,3 + (−0,6)  −0,4 + (−0,2) −0,1 = 0,5       (4.41) ",BCDPEE+CambriaMath,12.0,113.42,504.772,193.1,205.91600000000003
102,21,"1,1",BCDPEE+CambriaMath,8.519999999999982,120.02,131.67308,191.80856,200.32855999999998
102,22,1 × 24Matriks hasil berbentuk   yang tertera pada Persamaan 4.42. ,BCDPEE+CambriaMath,12.0,130.46,458.812,151.46,163.79600000000002
102,23,"[ ]𝑧 = 0,5 0,18 0,1 −0,22 … −0,32 −0,26 0,36    (4.42) ",BCDPEE+CambriaMath,12.0,113.42,504.772,130.7,143.51600000000002
102,24,𝑑𝑒𝑠𝑖𝑔𝑛,BCDPEE+CambriaMath,8.519999999999982,118.94,147.25196,129.40856000000002,137.92856
102,25,87 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
103,1,"Setelah didapatkan skor prediksi, lakukan normalisasi dengan Softmax dengan rumus seperti Persamaan 4.43. ",BCDEEE+Calibri,12.0,113.42,513.0400000000001,727.78,754.42
103,2,𝑒𝑥𝑝(𝑘) 𝑦̂ = 𝑃 (𝑘𝑎𝑡𝑎 |𝑘𝑎𝑡𝑎 ) =            (4.43) ,BCDPEE+CambriaMath,8.519999999999982,113.42,504.772,703.78,720.48856
103,3,𝑘 𝑟 𝑘 𝑘𝑜𝑛𝑡𝑒𝑘𝑠,BCDPEE+CambriaMath,8.519999999999982,119.78,249.2006,702.48856,711.00856
103,4,∑ 𝑒𝑥𝑝(𝑛),BCDPEE+CambriaMath,8.519999999999982,270.41,310.56579999999997,698.88856,707.76856
103,5,𝑛,BCDPEE+CambriaMath,6.960000000000036,276.41,281.33072000000004,697.55488,704.5148800000001
103,6,Jumlahkan  semua  nilai  eksponensial  untuk  denominator  seperti  Persamaan 4.44 sampai dengan 4.45. ,BCDEEE+Calibri,12.0,113.42,512.992,643.18,669.82
103,7,"( ) ( ) ( )𝑒𝑥𝑝 0,5 + 𝑒𝑥𝑝 0,18 + ⋯ + 𝑒𝑥𝑝 −0,26 + 𝑒𝑥𝑝(0,36) = 24.5489614   (4.44) ",BCDPEE+CambriaMath,12.0,113.42,504.772,622.54,635.356
103,8,"1,648721271 𝑢 = = 0,06716053035           (4.45) ",BCDPEE+CambriaMath,8.519999999999982,113.42,504.772,599.14,615.84856
103,9,"1,1 24,54896145",BCDPEE+CambriaMath,8.519999999999982,120.02,198.63438,594.24856,606.36856
103,10,1 × 24Matriks  Softmax  untuk  kata  target  “design”  berbentuk    tertera  pada Persamaan 4.46. ,BCDPEE+CambriaMath,12.0,113.42,513.04,539.23,566.206
103,11,"[ ]𝑦̂ = 0,0671605 0,04876856 … 0,0314087 0,0583866    (4.46) ",BCDPEE+CambriaMath,12.0,113.42,504.772,518.47,531.2860000000001
103,12,𝑑𝑒𝑠𝑖𝑔𝑛,BCDPEE+CambriaMath,8.519999999999982,119.78,148.09196,517.1785600000001,525.69856
103,13,Selanjutnya  dilakukan  backpropagation  untuk  memperbaharui  nilai  bobot matriks dengan rumus seperti Persamaan 4.47. ,BCDEEE+Calibri,12.0,113.42,512.854,461.71,488.35
103,14,𝑑𝐿𝑜𝑠𝑠 = 𝑑𝑧 = 𝑦̂ − 𝑦(1 × 𝑉)               (4.47) 𝑑𝑧,BCDPEE+CambriaMath,8.519999999999982,113.42,504.772,433.17856,454.77855999999997
103,15,𝑦Diketahui  nilai    untuk  konteks  “ability”  pada  Persamaan  4.48  dan “development” pada Persamaan 4.49. ,BCDPEE+CambriaMath,12.0,113.42,512.914,379.13,406.106
103,16,[ ]𝑦 =            (4.48) 0 1 0 0 … 0 0 0,BCDPEE+CambriaMath,12.0,113.42,504.772,358.226,371.30600000000004
103,17,𝑎𝑏𝑖𝑙𝑖𝑡𝑦,BCDPEE+CambriaMath,8.519999999999982,119.78,148.34756,357.19856,365.71855999999997
103,18,[ ]𝑦 =          (4.49) 0 0 0 1 … 0 0 0,BCDPEE+CambriaMath,12.0,113.42,504.772,336.74600000000004,349.826
103,19,𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡,BCDPEE+CambriaMath,8.519999999999982,119.78,174.51247999999998,335.71856,344.23856
103,20,"Maka,  perhitungan  error  konteks  “ability”  pada  kata  target  “design”  tertera pada Persamaan 4.50 sampai dengan Persamaan 4.51. ",BCDEEE+Calibri,12.0,113.42,513.052,280.25,306.89
103,21,"[ ] [ ]𝑒 = 0,0672 0,0488 … 0,0314 0,0584 −   (4.50) 0 1 … 0",BCDPEE+CambriaMath,12.0,113.42,504.772,259.346,272.426
103,22,𝑎𝑏𝑖𝑙𝑖𝑙𝑡𝑦,BCDPEE+CambriaMath,8.519999999999982,119.06,150.63512,258.31856,266.83856
103,23,"[ ]𝑒 = 0,0672 −0,9512 … 0,0314 0,0584        (4.51) ",BCDPEE+CambriaMath,12.0,113.42,504.772,238.1,250.91600000000003
103,24,𝑎𝑏𝑖𝑙𝑖𝑙𝑡𝑦,BCDPEE+CambriaMath,8.519999999999982,119.06,150.63512,236.80856,245.32855999999998
103,25,Perhitungan  error  konteks  “development”  pada  kata  target  “design”  tertera pada Persamaan 4.52 sampai dengan Persamaan 4.53. ,BCDEEE+Calibri,12.0,113.42,513.052,181.22,207.86
103,26,"[ ] [ ]𝑒 = 0,0672 0,0488 … 0,0314 0,0584 −   (4.52) 0 … 0",BCDPEE+CambriaMath,12.0,113.42,504.772,160.316,173.39600000000002
103,27,𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡,BCDPEE+CambriaMath,8.519999999999982,119.06,173.79247999999998,159.28856000000002,167.80856
103,28,"[ ]𝑒 = 0,0672 0,0488 … 0,0314 0,0584       (4.53) ",BCDPEE+CambriaMath,12.0,113.42,504.772,139.1,151.91600000000003
103,29,𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡,BCDPEE+CambriaMath,8.519999999999982,119.06,173.79247999999998,137.80856,146.32855999999998
103,30,88 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
104,1,Perhitungan error rata-rata dari kedua konteks tertera pada Persamaan 4.54 sampai dengan Persamaan 4.56. ,BCDEEE+Calibri,12.0,113.42,513.0400000000001,727.78,754.42
104,2,𝑒 +𝑒,BCDPEE+CambriaMath,8.519999999999982,167.3,208.42784,712.9285600000001,721.44856
104,3,𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡𝑎𝑏𝑖𝑙𝑖𝑡𝑦 𝑒 =              (4.54) ,BCDPEE+CambriaMath,6.960000000000036,113.42,504.772,703.9,718.43488
104,4,"𝑐𝑜𝑛𝑡𝑒𝑥𝑡 2 0,06716053035+0,06716053035 𝑒 = = 0,06716053035     (4.55) ",BCDPEE+CambriaMath,8.519999999999982,113.42,504.772,677.5,711.12856
104,5,𝑐𝑜𝑛𝑡𝑒𝑥𝑡,BCDPEE+CambriaMath,8.519999999999982,119.06,151.11223999999999,676.20856,684.72856
104,6,"1,1 2 −0,9512314456+0,04876855444 𝑒 = = −0,4512314456     (4.56) ",BCDPEE+CambriaMath,6.960000000000036,113.42,504.772,651.1,681.83488
104,7,𝑐𝑜𝑛𝑡𝑒𝑥𝑡,BCDPEE+CambriaMath,8.519999999999982,119.06,151.11223999999999,649.80856,658.32856
104,8,"1,2 2",BCDPEE+CambriaMath,6.960000000000036,151.1,244.98308,646.20856,655.43488
104,9,Matriks error konteks tertera pada Persamaan 4.57. ,BCDEEE+Calibri,12.0,130.46,385.822,607.06,619.06
104,10,"[ ]𝑑𝑧 = 0,06716053 −0,4512314 … 0,03140873 0,05838656    (4.57) ",BCDPEE+CambriaMath,12.0,113.42,504.772,586.39,599.236
104,11,"Setelah mendapatkan hasil perhitungan error, dilanjutkan dengan perhitungan gradien dari output layer ke hidden layer dengan rumus seperti pada Persamaan 4.58. ",BCDEEE+Calibri,12.0,113.42,512.914,515.83,557.11
104,12,𝑑𝐿𝑜𝑠𝑠,BCDPEE+CambriaMath,8.519999999999982,113.42,136.73924000000002,500.25856,508.77855999999997
104,13,𝑇= 𝑑𝑈 = ℎ . 𝑑𝑧(𝑁 × 𝑉)             (4.58) 𝑑𝑈,BCDPEE+CambriaMath,8.519999999999982,119.3,504.772,487.17856,506.13856
104,14,ℎDiketahui  matriks    dan  dilakukan  transpose  pada  Persamaan  4.59 ,BCDPEE+CambriaMath,12.0,130.46,513.0160000000001,447.91,460.24600000000004
104,15,𝑑𝑒𝑠𝑖𝑔𝑛 sampai dengan 4.60. ,BCDPEE+CambriaMath,8.519999999999982,113.42,260.68196,432.43,455.13856
104,16,"[ ]0,8 −0,6 −0,2ℎ =              (4.59) ",BCDPEE+CambriaMath,12.0,113.42,504.772,411.65,424.466
104,17,𝑑𝑒𝑠𝑖𝑔𝑛,BCDPEE+CambriaMath,8.519999999999982,120.02,148.33196,410.35856,418.87856
104,18,"0,8 𝑇 −0,6ℎ = [ ]                 (4.60) ",BCDPEE+CambriaMath,12.0,113.42,504.772,377.45,404.06600000000003
104,19,"𝑑𝑒𝑠𝑖𝑔𝑛 −0,2",BCDPEE+CambriaMath,8.519999999999982,126.26,200.378,363.866,384.67856
104,20,"𝑑𝑈Maka, perhitungan   tertera pada Persamaan 4.61. ",BCDPEE+CambriaMath,12.0,130.46,391.822,323.93,336.266
104,21,"0,8 [ ]−0,6𝑑𝑈 = [ ] × 0,0672 −0,4512 … 0,0314 0,0584      (4.61) −0,2",BCDPEE+CambriaMath,12.0,113.42,504.772,276.986,317.18600000000004
104,22,"𝑑𝑈 = 0,8 × 0,067160530 =  0,05372842428         (4.62) ",BCDPEE+CambriaMath,12.0,113.42,504.772,257.69,270.026
104,23,"1,1",BCDPEE+CambriaMath,8.519999999999982,127.7,139.35307999999998,256.39856000000003,264.91856
104,24,"𝑑𝑈 = 0,6 × 0,067160530 =   −0,04029631821       (4.63) ",BCDPEE+CambriaMath,12.0,113.42,504.772,236.66,248.996
104,25,"2,1",BCDPEE+CambriaMath,8.519999999999982,127.94,139.59308,235.36856,243.88855999999998
104,26,"𝑑𝑈 = 0,8 × −0,45123144 =   −0,3609851564        (4.64) ",BCDPEE+CambriaMath,12.0,113.42,504.772,215.54,227.876
104,27,"1,2",BCDPEE+CambriaMath,8.519999999999982,127.7,139.35307999999998,214.24856,222.76855999999998
104,28,"𝑑𝑈 = 0,6 × −0,45123144 =  0,2707388673         (4.65) ",BCDPEE+CambriaMath,12.0,113.42,504.772,194.54,206.876
104,29,"2,2",BCDPEE+CambriaMath,8.519999999999982,127.94,139.59308,193.24856,201.76855999999998
104,30,𝑑𝑈 3 × 24Matriks   berbentuk   tertera pada Persamaan 4.66. ,BCDPEE+CambriaMath,12.0,130.46,426.17199999999997,152.9,165.23600000000002
104,31,"0,05372842428 −0,3609851564 … 0,04670924812 𝑑𝑈 = [−0,04029631821 0,2707388673 … −0,03503193609]   (4.66) −0,01343210607 0,09024628911 … −0,01167731203",BCDPEE+CambriaMath,12.0,113.42,504.772,105.716,145.91600000000003
104,32,89 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
105,1,"Setelah  mendapatkan  hasil  perhitungan  gradien  dari  output  layer  ke  hidden layer,  dilanjutkan  menghitung  gradien  dari  hidden  layer  ke  input  layer  dengan rumus seperti pada Persamaan 4.67.ex ",BCDEEE+Calibri,12.0,113.42,513.0640000000001,713.14,754.42
105,2,𝑑𝐿𝑜𝑠𝑠 𝑑𝐿𝑜𝑠𝑠 𝑑𝑧,BCDPEE+CambriaMath,8.519999999999982,113.42,192.83706,697.68856,706.20856
105,3,𝑇= . = 𝑑𝑧. 𝑈 (1 × 𝑁)             (4.67) 𝑑ℎ 𝑑𝑧 𝑑ℎ,BCDPEE+CambriaMath,8.519999999999982,119.66,504.772,684.60856,703.56856
105,4,"Diketahui matriks hidden layer 1, 2, dan 3 dilakukan transpose pada Persamaan 4.68 sampai dengan 4.73. ",BCDEEE+Calibri,12.0,113.42,513.016,630.7,657.34
105,5,"[ ]0,3 −0,2 −0,2 … 0,3ℎ =             (4.68) ",BCDPEE+CambriaMath,12.0,113.42,504.772,609.94,622.756
105,6,1,BCDPEE+CambriaMath,8.519999999999982,119.78,124.71308,608.64856,617.16856
105,7,"0,2 −0,2 𝑇 −0,2ℎ =                   (4.69) ",BCDPEE+CambriaMath,12.0,113.42,504.772,562.39,603.076
105,8,"1 ⋮ [ ]0,3",BCDPEE+CambriaMath,8.519999999999982,126.02,180.14,534.766,570.886
105,9,"[ ]−0,4 −0,3 −0,6 … 0ℎ =             (4.70) ",BCDPEE+CambriaMath,12.0,113.42,504.772,515.59,528.4060000000001
105,10,2,BCDPEE+CambriaMath,8.519999999999982,120.02,124.95308,514.2985600000001,522.81856
105,11,"−0,4 −0,3 𝑇ℎ =                   (4.71) −0,6",BCDPEE+CambriaMath,12.0,113.42,504.772,468.646,508.846
105,12,2 ⋮ [ ],BCDPEE+CambriaMath,8.519999999999982,126.26,180.38,442.966,477.406
105,13,0,BCDPEE+CambriaMath,12.0,160.58,167.228,440.56600000000003,452.56600000000003
105,14,"[ ]ℎ = −0,1 −0,8 −0,5 … −0,6            (4.72) ",BCDPEE+CambriaMath,12.0,113.42,504.772,422.71,435.526
105,15,3,BCDPEE+CambriaMath,8.519999999999982,120.02,124.95308,421.41856,429.93856
105,16,"−0,1 −0,8 𝑇 −0,5ℎ =                   (4.73) ",BCDPEE+CambriaMath,12.0,113.42,504.772,375.17,415.826
105,17,"3 ⋮ [ ]−0,6",BCDPEE+CambriaMath,8.519999999999982,126.26,180.38,347.546,383.666
105,18,"𝑑𝐿𝑜𝑠𝑠 Maka,  perhitungan    tertera  pada  Persamaan  4.74  sampai  dengan 𝑑ℎ Persamaan 4.76. ",BCDPEE+CambriaMath,8.519999999999982,113.42,513.0160000000001,287.09,321.31856
